# time E1 E2 E3 W1 W2 W3 W4 W5 W6
254 -0.0091085 -0.00054893 0.0085595 -0.003498 -0.010207 0.012993 -0.02017 -0.02639 -0.010241
255 -0.0075786 0.0054002 0.012979 -0.001076 -0.0041289 0.020756 -0.014315 -0.021461 -0.0092333
256 -0.0070012 0.010069 0.01707 0.00039834 -3.4244e-05 0.02648 -0.010012 -0.017832 -0.0085777
257 -0.0055098 0.014807 0.020317 0.0018036 0.0045179 0.032886 -0.0052205 -0.01373 -0.0072572
258 -0.0040573 0.018211 0.022268 0.0025235 0.0086664 0.038334 -0.0011866 -0.010241 -0.0060781
259 -0.0020429 0.021675 0.023718 0.0022723 0.01075 0.042427 0.0019684 -0.0073728 -0.0040847
260 -0.001127 0.02324 0.024367 0.0024936 0.012835 0.045721 0.0039591 -0.0058202 -0.0034753
261 -8.4785e-05 0.023352 0.023437 0.0027544 0.015745 0.048554 0.005249 -0.0048917 -0.0031657
262 0.0013955 0.023863 0.022467 0.0023797 0.018179 0.051385 0.0067972 -0.0036461 -0.002453
263 0.0013825 0.023217 0.021834 0.0026768 0.020232 0.053233 0.0073201 -0.0034617 -0.0028002
264 0.0027018 0.02444 0.021738 0.0024115 0.022792 0.05695 0.009568 -0.0017702 -0.0025661
265 0.0033271 0.02576 0.022433 0.0022075 0.024645 0.060013 0.011324 -0.00051054 -0.0025664
266 0.0036002 0.025871 0.022271 0.0023328 0.026421 0.062232 0.012317 0.00010979 -0.0027314
267 0.0039503 0.025712 0.021762 0.0024093 0.028285 0.064176 0.013077 0.00054528 -0.0028907
268 0.004098 0.025562 0.021464 0.0028905 0.029957 0.066046 0.013822 0.00096214 -0.0030976
269 0.0042656 0.025657 0.021392 0.0032061 0.031426 0.067917 0.014604 0.0014139 -0.0032677
270 0.0041213 0.025334 0.021213 0.0035103 0.032512 0.069238 0.014948 0.0014997 -0.003547
271 0.0040504 0.02505 0.021 0.0038316 0.033566 0.070552 0.015335 0.0016328 -0.0037911
272 0.0039657 0.024777 0.020811 0.0041356 0.034562 0.071826 0.015696 0.0017462 -0.0040347
273 0.0038766 0.024517 0.020641 0.0044248 0.035522 0.073066 0.016046 0.0018515 -0.0042759
274 0.0037872 0.024273 0.020486 0.0047054 0.036463 0.074299 0.016394 0.0019583 -0.0045142
275 0.0036988 0.024046 0.020347 0.0049791 0.037391 0.075528 0.016744 0.0020684 -0.0047499
276 0.0036012 0.023821 0.02022 0.0052424 0.038301 0.076738 0.017083 0.0021687 -0.0049886
277 0.0035161 0.023621 0.020105 0.0055014 0.039207 0.077957 0.017443 0.0022896 -0.0052193
278 0.0034329 0.023437 0.020004 0.0057519 0.0401 0.079168 0.017808 0.0024163 -0.0054477
279 0.0033508 0.023267 0.019916 0.0059945 0.040978 0.080384 0.018178 0.002549 -0.0056743
280 0.0032703 0.023111 0.019841 0.0062286 0.041843 0.081593 0.018555 0.0026883 -0.005899
281 0.0031813 0.022959 0.019777 0.0064516 0.042688 0.082793 0.018924 0.0028201 -0.0061277
282 0.003103 0.02283 0.019727 0.0066708 0.043527 0.084003 0.019315 0.0029735 -0.0063496
283 0.0030263 0.022717 0.019691 0.0068815 0.044352 0.085214 0.019716 0.0031348 -0.0065699
284 0.002952 0.022621 0.019669 0.0070839 0.045163 0.086432 0.020124 0.0033039 -0.0067898
285 0.0028783 0.02254 0.019662 0.0072792 0.045964 0.087653 0.020543 0.003482 -0.0070074
286 0.0027985 0.022465 0.019667 0.0074635 0.046746 0.088872 0.020957 0.0036553 -0.0072288
287 0.0027292 0.022417 0.019687 0.0076447 0.047523 0.090104 0.021398 0.0038519 -0.007445
288 0.0026624 0.022386 0.019724 0.0078181 0.048291 0.091352 0.02185 0.0040593 -0.0076589
289 0.0025974 0.022374 0.019776 0.007984 0.049048 0.09261 0.022316 0.0042769 -0.007872
290 0.0025355 0.022379 0.019844 0.0081431 0.049796 0.093877 0.022794 0.0045057 -0.0080834
291 0.0024761 0.022404 0.019928 0.0082955 0.050536 0.095156 0.023287 0.0047462 -0.0082934
292 0.0024198 0.022447 0.020028 0.0084403 0.051267 0.096456 0.023794 0.004998 -0.0085026
293 0.0023665 0.022511 0.020144 0.0085788 0.051991 0.097769 0.024317 0.0052625 -0.0087101
294 0.0023158 0.022593 0.020277 0.0087105 0.052709 0.099099 0.024857 0.0055398 -0.0089168
295 0.0022694 0.022696 0.020426 0.0088355 0.05342 0.10045 0.025413 0.0058302 -0.0091225
296 0.0022205 0.022808 0.020588 0.008951 0.05412 0.10181 0.025974 0.0061213 -0.0093306
297 0.0021858 0.022962 0.020776 0.0090663 0.054827 0.10322 0.026579 0.0064519 -0.0095305
298 0.0021444 0.023117 0.020973 0.0091681 0.055518 0.10463 0.027178 0.0067725 -0.0097363
299 0.0021178 0.023315 0.021198 0.0092701 0.056216 0.10608 0.027824 0.0071329 -0.0099339
300 0.0020843 0.023514 0.02143 0.009359 0.0569 0.10755 0.028465 0.0074848 -0.010137
301 0.0020652 0.023757 0.021692 0.0094478 0.057592 0.10906 0.029154 0.0078771 -0.010333
302 0.0020454 0.024013 0.021968 0.0095261 0.058276 0.11059 0.029854 0.008275 -0.010532
303 0.0020305 0.024293 0.022262 0.0095983 0.058959 0.11217 0.030577 0.00869 -0.01073
304 0.0020194 0.024596 0.022576 0.0096639 0.059641 0.11377 0.031327 0.0091234 -0.010928
305 0.0020132 0.024923 0.02291 0.0097226 0.060322 0.1154 0.032102 0.0095756 -0.011124
306 0.0020113 0.025277 0.023265 0.0097746 0.061002 0.11708 0.032906 0.010048 -0.011321
307 0.0020144 0.025656 0.023641 0.0098195 0.061683 0.11881 0.033739 0.010541 -0.011517
308 0.0020225 0.026061 0.024038 0.0098571 0.062365 0.12057 0.034603 0.011056 -0.011714
309 0.0020361 0.026494 0.024458 0.0098878 0.063048 0.12238 0.035498 0.011594 -0.01191
310 0.0020546 0.026954 0.024899 0.0099109 0.063733 0.12423 0.036428 0.012155 -0.012107
311 0.0020806 0.027456 0.025376 0.0099295 0.064424 0.12615 0.037405 0.012754 -0.0123
312 0.0021116 0.027978 0.025866 0.0099372 0.065115 0.12811 0.038408 0.013367 -0.012497
313 0.0021475 0.028528 0.02638 0.0099375 0.065809 0.13014 0.039448 0.014007 -0.012694
314 0.0021883 0.029109 0.02692 0.0099299 0.066507 0.13222 0.04053 0.014675 -0.012892
315 0.0022353 0.029722 0.027487 0.0099141 0.067211 0.13437 0.041655 0.015372 -0.013091
316 0.0022898 0.03037 0.02808 0.0098901 0.067921 0.13658 0.042826 0.016101 -0.013291
317 0.0023505 0.031065 0.028715 0.0098609 0.068642 0.13889 0.044058 0.016876 -0.01349
318 0.0024179 0.031786 0.029368 0.0098222 0.069376 0.14127 0.045332 0.017675 -0.013693
319 0.0024922 0.032542 0.03005 0.0097765 0.070123 0.14374 0.046661 0.01851 -0.013899
320 0.0025739 0.03334 0.030766 0.0097226 0.070884 0.1463 0.04805 0.019386 -0.014107
321 0.0026624 0.034191 0.031529 0.0096637 0.071663 0.14897 0.049516 0.020318 -0.014314
322 0.0027601 0.035074 0.032314 0.0095911 0.072453 0.15174 0.051037 0.021282 -0.014526
323 0.0028641 0.036001 0.033137 0.0095091 0.073259 0.15463 0.052629 0.022293 -0.014742
324 0.0029755 0.036988 0.034013 0.0094193 0.074081 0.15765 0.054311 0.023368 -0.014959
325 0.0030974 0.038015 0.034918 0.0093149 0.074919 0.16079 0.056065 0.024485 -0.015184
326 0.0032255 0.039092 0.035867 0.009199 0.075774 0.16407 0.057906 0.02566 -0.015414
327 0.0033642 0.040226 0.036862 0.0090704 0.076652 0.1675 0.059843 0.026898 -0.01565
328 0.003509 0.041431 0.037922 0.0089319 0.077547 0.1711 0.061895 0.028216 -0.015889
329 0.0036649 0.042686 0.039021 0.008773 0.078451 0.17486 0.064044 0.029593 -0.016138
330 0.0038289 0.044005 0.040176 0.0085974 0.079375 0.17879 0.066309 0.031046 -0.016398
331 0.004001 0.045409 0.041408 0.0084091 0.080318 0.18291 0.068713 0.032594 -0.016662
332 0.004186 0.046876 0.04269 0.0081981 0.081284 0.18723 0.071244 0.034223 -0.016939
333 0.0043791 0.048437 0.044058 0.0079718 0.082266 0.19175 0.073937 0.035963 -0.017223
334 0.0045889 0.050072 0.045484 0.0077187 0.08327 0.19647 0.076778 0.037802 -0.01752
335 0.0048092 0.051816 0.047007 0.007446 0.084293 0.20139 0.079806 0.039776 -0.017824
336 0.0050499 0.053644 0.048595 0.0071417 0.085329 0.20652 0.083008 0.041872 -0.018139
337 0.005308 0.055599 0.050291 0.0068096 0.086382 0.21184 0.086425 0.044129 -0.018457
338 0.0055914 0.05765 0.052059 0.0064379 0.087437 0.21734 0.090037 0.046533 -0.018785
339 0.0059003 0.059823 0.053922 0.0060255 0.088495 0.223 0.093867 0.04911 -0.019115
340 0.0062388 0.062145 0.055906 0.0055716 0.089547 0.22881 0.097945 0.051891 -0.019438
341 0.0066169 0.064583 0.057966 0.0050625 0.090587 0.23473 0.10224 0.054856 -0.019758
342 0.0070353 0.067185 0.06015 0.0045 0.091597 0.24075 0.10678 0.05805 -0.020062
343 0.0075044 0.069907 0.062403 0.003872 0.092583 0.24682 0.11155 0.061445 -0.020351
344 0.0080279 0.072773 0.064745 0.0031773 0.093524 0.25292 0.11653 0.065064 -0.020613
345 0.0086121 0.07581 0.067198 0.0024119 0.094417 0.25903 0.12175 0.068924 -0.020835
346 0.0092675 0.078965 0.069697 0.0015684 0.095256 0.26509 0.12715 0.072989 -0.021017
347 0.0099972 0.082255 0.072258 0.0006461 0.096025 0.27108 0.13273 0.077261 -0.021148
348 0.010808 0.085675 0.074867 -0.00035729 0.096732 0.27698 0.13846 0.08173 -0.021216
349 0.011705 0.089213 0.077508 -0.0014426 0.097356 0.28276 0.14432 0.086378 -0.021215
350 0.012691 0.092859 0.080168 -0.0026093 0.097906 0.28839 0.15027 0.091167 -0.021134
351 0.01377 0.096599 0.082828 -0.0038549 0.098371 0.29386 0.15628 0.096081 -0.02097
352 0.014943 0.10042 0.085474 -0.0051764 0.098751 0.29913 0.1623 0.10108 -0.020715
353 0.016206 0.10426 0.088059 -0.0065684 0.099048 0.30419 0.16829 0.1061 -0.020377
354 0.017558 0.10819 0.090633 -0.0080265 0.099257 0.30905 0.17424 0.11117 -0.019936
355 0.018998 0.11215 0.093149 -0.0095417 0.099394 0.31369 0.18011 0.11622 -0.0194
356 0.020515 0.11608 0.095566 -0.011108 0.09945 0.31808 0.18584 0.1212 -0.018782
357 0.022105 0.12004 0.097939 -0.012716 0.099427 0.32227 0.19145 0.12614 -0.018065
358 0.023761 0.12396 0.10019 -0.014359 0.099342 0.32622 0.19689 0.13097 -0.017273
359 0.025476 0.12788 0.1024 -0.016033 0.099188 0.32997 0.20217 0.13572 -0.016397
360 0.027239 0.13172 0.10448 -0.017724 0.098971 0.3335 0.20727 0.14033 -0.015455
361 0.029044 0.13554 0.1065 -0.019431 0.098702 0.33684 0.21221 0.14484 -0.014438
362 0.03088 0.13928 0.10839 -0.021144 0.098381 0.33998 0.21695 0.14921 -0.013372
363 0.03274 0.14294 0.1102 -0.022863 0.09801 0.34294 0.22152 0.15345 -0.012257
364 0.034621 0.14659 0.11196 -0.024586 0.097589 0.34575 0.22595 0.15759 -0.011089
365 0.036507 0.15011 0.11361 -0.026298 0.097133 0.34839 0.23021 0.16158 -0.0098909
366 0.038401 0.15362 0.11522 -0.028015 0.096624 0.3509 0.23434 0.16547 -0.0086573
367 0.040283 0.157 0.11672 -0.02971 0.096092 0.35328 0.23831 0.16923 -0.0074062
368 0.042165 0.16037 0.11821 -0.031407 0.095515 0.35556 0.24217 0.17289 -0.0061305
369 0.044034 0.16367 0.11963 -0.033088 0.094909 0.35772 0.24592 0.17645 -0.0048385
370 0.045872 0.16684 0.12097 -0.034741 0.094277 0.35978 0.24953 0.17987 -0.0035501
371 0.047702 0.17001 0.12231 -0.036394 0.093614 0.36175 0.25305 0.18322 -0.002249
372 0.049488 0.17304 0.12355 -0.038008 0.09293 0.36363 0.25645 0.18643 -0.00095635
373 0.051261 0.17607 0.12481 -0.039622 0.092209 0.36546 0.25978 0.18959 0.00034512
374 0.053009 0.17903 0.12602 -0.041209 0.091473 0.36722 0.26304 0.19266 0.0016452
375 0.054705 0.18187 0.12716 -0.042754 0.090725 0.3689 0.26617 0.19561 0.002925
376 0.056384 0.1847 0.12832 -0.044302 0.089938 0.37054 0.26925 0.19851 0.004206
377 0.058013 0.1874 0.12939 -0.045792 0.089158 0.37211 0.27225 0.20131 0.0054741
378 0.059625 0.1901 0.13047 -0.047288 0.08834 0.37364 0.2752 0.20407 0.0067374
379 0.061205 0.19273 0.13153 -0.048752 0.087504 0.37512 0.2781 0.20675 0.0079914
380 0.062732 0.19523 0.1325 -0.050161 0.086675 0.37655 0.28091 0.20935 0.0092302
381 0.064248 0.19773 0.13349 -0.051575 0.085813 0.37795 0.28368 0.21191 0.010464
382 0.065706 0.2001 0.13439 -0.05293 0.08496 0.3793 0.28639 0.21439 0.011679
383 0.067156 0.20246 0.13531 -0.05429 0.084072 0.38063 0.28906 0.21683 0.012889
384 0.068552 0.20469 0.13614 -0.055589 0.083198 0.38194 0.29168 0.21921 0.014083
385 0.06992 0.20686 0.13694 -0.056867 0.082317 0.38323 0.29426 0.22153 0.015262
386 0.071275 0.20901 0.13773 -0.058147 0.081407 0.3845 0.29681 0.22381 0.016432
387 0.072587 0.21105 0.13846 -0.059367 0.080521 0.38579 0.29933 0.22605 0.017584
388 0.073882 0.21306 0.13917 -0.060592 0.079616 0.38709 0.30183 0.22826 0.018722
389 0.07514 0.21496 0.13982 -0.06176 0.078735 0.38843 0.30432 0.23043 0.019841
390 0.07637 0.21679 0.14042 -0.062902 0.077863 0.3898 0.30681 0.23256 0.020942
391 0.077587 0.21861 0.14102 -0.064047 0.076983 0.39121 0.3093 0.23468 0.022021
392 0.078762 0.22032 0.14156 -0.065139 0.076137 0.39269 0.31182 0.23678 0.023074
393 0.079907 0.22197 0.14206 -0.066208 0.0753 0.39424 0.31436 0.23888 0.024099
394 0.081034 0.22357 0.14253 -0.06725 0.074491 0.39589 0.31695 0.241 0.025101
395 0.082146 0.22515 0.143 -0.068302 0.073666 0.39758 0.31958 0.24311 0.026071
396 0.083219 0.22665 0.14343 -0.069307 0.072871 0.39936 0.32229 0.24527 0.027017
397 0.084285 0.22814 0.14386 -0.070326 0.072066 0.40119 0.32504 0.24745 0.027928
398 0.085309 0.22957 0.14426 -0.071307 0.071292 0.40307 0.32786 0.24967 0.02881
399 0.086334 0.231 0.14467 -0.072299 0.070498 0.40494 0.33072 0.25192 0.029664
400 0.087321 0.23238 0.14506 -0.073257 0.069742 0.40679 0.33361 0.25421 0.030495
401 0.08831 0.23376 0.14545 -0.074232 0.068951 0.40853 0.33649 0.25649 0.031299
402 0.08928 0.23513 0.14585 -0.075199 0.068161 0.41008 0.3393 0.25878 0.032094
403 0.090236 0.23646 0.14623 -0.076158 0.06736 0.41137 0.34199 0.26102 0.032877
404 0.091177 0.23776 0.14658 -0.0771 0.066557 0.41227 0.34445 0.26317 0.033664
405 0.092105 0.23901 0.1469 -0.078027 0.065728 0.41268 0.34661 0.26518 0.034469
406 0.093004 0.24014 0.14714 -0.078902 0.064906 0.41246 0.34832 0.26696 0.0353
407 0.093917 0.24122 0.1473 -0.079787 0.064008 0.41148 0.34946 0.26844 0.036165
408 0.094855 0.24223 0.14737 -0.08068 0.063037 0.40961 0.3499 0.26952 0.037082
409 0.095792 0.2431 0.14731 -0.081559 0.061988 0.40676 0.34951 0.27011 0.038075
410 0.096789 0.24385 0.14706 -0.082462 0.060825 0.40283 0.34814 0.27011 0.039189
411 0.097824 0.2444 0.14657 -0.083354 0.059568 0.39779 0.34569 0.26942 0.040451
412 0.09889 0.24465 0.14576 -0.084202 0.058249 0.39163 0.34209 0.26797 0.041868
413 0.099935 0.24452 0.14458 -0.084948 0.056898 0.38435 0.33723 0.26565 0.043395
414 0.10101 0.24399 0.14298 -0.085628 0.055489 0.37601 0.33109 0.26243 0.045079
415 0.10207 0.24302 0.14095 -0.086176 0.054066 0.36667 0.32371 0.25828 0.046862
416 0.10309 0.24156 0.13847 -0.086609 0.052627 0.35641 0.31509 0.2532 0.048753
417 0.10407 0.23959 0.13552 -0.086903 0.051188 0.34535 0.30536 0.24725 0.050724
418 0.10502 0.23709 0.13207 -0.08706 0.049763 0.33361 0.2946 0.24045 0.052758
419 0.10586 0.23407 0.1282 -0.087037 0.048362 0.32133 0.28299 0.23293 0.054805
420 0.10659 0.2305 0.12391 -0.086833 0.047013 0.30863 0.27068 0.22477 0.056841
421 0.10717 0.22642 0.11925 -0.086447 0.0457 0.29564 0.25785 0.21608 0.058826
422 0.10758 0.22184 0.11427 -0.085865 0.044445 0.2825 0.24469 0.207 0.060715
423 0.10779 0.21683 0.10904 -0.0851 0.043239 0.26934 0.23137 0.19763 0.062467
424 0.10779 0.21139 0.10359 -0.084163 0.042079 0.25623 0.21805 0.18808 0.064042
425 0.10754 0.20562 0.098082 -0.083048 0.040958 0.24331 0.2049 0.17849 0.065416
426 0.10705 0.19958 0.092525 -0.081794 0.039869 0.23064 0.19204 0.16893 0.066536
427 0.10628 0.19337 0.087086 -0.080406 0.038789 0.21831 0.17963 0.15954 0.0674
428 0.10525 0.18706 0.081807 -0.07892 0.037703 0.20638 0.16772 0.15036 0.067992
429 0.10396 0.18071 0.076755 -0.07736 0.036596 0.19489 0.15641 0.14148 0.068291
430 0.10242 0.1744 0.071981 -0.075755 0.035456 0.18388 0.14574 0.13295 0.068315
431 0.10066 0.1682 0.067537 -0.074129 0.034267 0.17338 0.13575 0.12482 0.068075
432 0.098684 0.16218 0.063496 -0.072511 0.033012 0.1634 0.12649 0.11713 0.067588
433 0.096545 0.15632 0.059774 -0.070918 0.031696 0.15394 0.11788 0.10986 0.066876
434 0.094266 0.15072 0.056453 -0.069366 0.030306 0.14502 0.10998 0.10308 0.065981
435 0.091869 0.14535 0.053477 -0.067872 0.02884 0.13658 0.10271 0.096741 0.064919
436 0.089394 0.14017 0.050779 -0.066432 0.027311 0.12863 0.096036 0.090831 0.063719
437 0.086862 0.13528 0.048416 -0.065061 0.02571 0.12113 0.089947 0.085373 0.062426
438 0.0843 0.13062 0.046317 -0.063749 0.024047 0.11406 0.084371 0.080323 0.061058
439 0.081721 0.12617 0.044445 -0.062488 0.022333 0.10741 0.079263 0.075661 0.059634
440 0.079155 0.12193 0.04277 -0.061278 0.02058 0.10112 0.074588 0.071351 0.058184
441 0.076601 0.11786 0.041262 -0.060105 0.018795 0.095187 0.070284 0.067381 0.056719
442 0.074073 0.11396 0.039892 -0.058965 0.016991 0.089568 0.066317 0.063704 0.055251
443 0.071576 0.11021 0.038636 -0.057841 0.015182 0.084256 0.062648 0.0603 0.053787
444 0.069118 0.10659 0.037471 -0.056722 0.013383 0.079215 0.059237 0.05714 0.052333
445 0.066699 0.10308 0.036377 -0.055592 0.011613 0.074434 0.056055 0.054196 0.050889
446 0.064311 0.099647 0.035336 -0.054425 0.0099064 0.069887 0.053068 0.051438 0.049451
447 0.061958 0.096295 0.034337 -0.053225 0.0082555 0.065569 0.050255 0.048847 0.048016
448 0.059639 0.093009 0.03337 -0.051989 0.0066637 0.06146 0.047597 0.046404 0.046583
449 0.057351 0.089775 0.032424 -0.050714 0.0051403 0.057549 0.045076 0.04409 0.045146
450 0.055092 0.086584 0.031492 -0.049394 0.0036947 0.053829 0.042678 0.04189 0.0437
451 0.052859 0.08345 0.030591 -0.048026 0.0023362 0.050304 0.040415 0.039815 0.042251
452 0.050653 0.080323 0.029671 -0.046614 0.0010684 0.046944 0.038234 0.03781 0.040774
453 0.048471 0.077223 0.028753 -0.045152 -9.5464e-05 0.043759 0.036151 0.03589 0.039277
454 0.046312 0.074146 0.027835 -0.043641 -0.0011487 0.040744 0.03416 0.034046 0.037758
455 0.044176 0.071093 0.026917 -0.042078 -0.0020842 0.037899 0.032258 0.032275 0.036214
456 0.042062 0.068063 0.026001 -0.040467 -0.0028978 0.035221 0.030441 0.030571 0.034647
457 0.039975 0.065042 0.025068 -0.038812 -0.0035901 0.032697 0.028687 0.02891 0.033049
458 0.037905 0.062065 0.02416 -0.037105 -0.0041486 0.030347 0.027032 0.02733 0.031438
459 0.035857 0.05912 0.023262 -0.035358 -0.004583 0.028158 0.025456 0.025807 0.029809
460 0.033841 0.0562 0.022359 -0.033589 -0.0049061 0.026114 0.023935 0.02432 0.028164
461 0.03185 0.053323 0.021473 -0.031791 -0.0051121 0.024222 0.022487 0.022887 0.026514
462 0.029879 0.050501 0.020622 -0.029959 -0.0051987 0.022485 0.021126 0.021522 0.024863
463 0.027941 0.047718 0.019776 -0.02811 -0.0051826 0.020877 0.019814 0.020189 0.023215
464 0.026031 0.045 0.018969 -0.02624 -0.0050615 0.019408 0.018583 0.018921 0.021579
465 0.024161 0.042334 0.018174 -0.024366 -0.0048546 0.018056 0.017399 0.017687 0.019961
466 0.022334 0.039737 0.017403 -0.022493 -0.0045671 0.01682 0.016277 0.016504 0.018374
467 0.020558 0.037225 0.016668 -0.020629 -0.0042059 0.0157 0.015226 0.015382 0.016823
468 0.018844 0.034796 0.015952 -0.018788 -0.0037877 0.014679 0.014234 0.014312 0.01532
469 0.017202 0.03245 0.015248 -0.016988 -0.0033282 0.013744 0.013286 0.013285 0.013878
470 0.015641 0.030207 0.014566 -0.015235 -0.0028319 0.012897 0.012404 0.012319 0.012503
471 0.014171 0.028067 0.013896 -0.013543 -0.0023149 0.012126 0.011574 0.011408 0.011205
472 0.012797 0.026034 0.013237 -0.011924 -0.0017886 0.011421 0.010794 0.010551 0.0099913
473 0.011525 0.024115 0.012589 -0.010385 -0.0012605 0.010779 0.010069 0.0097542 0.0088651
474 0.010358 0.022301 0.011943 -0.0089377 -0.00074549 0.010183 0.0093811 0.0090012 0.0078321
475 0.0092943 0.020603 0.011308 -0.007583 -0.00024563 0.0096354 0.0087438 0.0083062 0.0068907
476 0.0083327 0.019007 0.010675 -0.006329 0.00022673 0.009121 0.0081375 0.0076513 0.0060412
477 0.0074686 0.017523 0.010054 -0.0051731 0.00067244 0.0086439 0.0075761 0.00705 0.0052789
478 0.0066949 0.016139 0.0094444 -0.0041167 0.0010852 0.0081945 0.0070489 0.0064916 0.0045997
479 0.006007 0.014846 0.0088389 -0.0031601 0.0014607 0.0077646 0.0065454 0.0059649 0.0039987
480 0.0053962 0.01365 0.008254 -0.0022963 0.001803 0.0073609 0.0060802 0.005484 0.0034691
481 0.0048554 0.01254 0.0076842 -0.0015236 0.0021096 0.0069762 0.0056428 0.0050376 0.0030047
482 0.0043787 0.011502 0.0071238 -0.00083873 0.0023793 0.0066036 0.0052228 0.0046156 0.0025985
483 0.0039571 0.010545 0.0065883 -0.00023397 0.0026177 0.0062518 0.0048353 0.0042313 0.0022452
484 0.0035849 0.0096561 0.0060712 0.00029466 0.0028246 0.0059146 0.00447 0.0038741 0.0019383
485 0.0032569 0.0088234 0.0055664 0.00075145 0.0030002 0.0055871 0.0041191 0.0035357 0.0016714
486 0.0029667 0.0080551 0.0050884 0.0011444 0.0031505 0.0052783 0.0037957 0.0032277 0.0014415
487 0.0027048 0.0073243 0.0046196 0.0014984 0.0032779 0.0049691 0.0034767 0.0029286 0.0012402
488 0.0024622 0.0066375 0.0041752 0.0018351 0.003388 0.0046617 0.0031689 0.0026443 0.0010645
489 0.0022462 0.0059934 0.0037472 0.0021169 0.003474 0.0043654 0.0028753 0.0023759 0.00091147
490 0.0020533 0.0053941 0.0033408 0.002347 0.0035394 0.0040847 0.0026016 0.0021282 0.00077934
491 0.0018805 0.004842 0.0029615 0.0025302 0.0035874 0.0038235 0.0023524 0.0019048 0.00066633
492 0.0017261 0.0043222 0.0025961 0.0026672 0.0036163 0.0035739 0.0021164 0.0016948 0.00056806
493 0.0015868 0.0038381 0.0022512 0.0027653 0.0036292 0.0033387 0.0018975 0.0015015 0.00048348
494 0.001461 0.0033877 0.0019268 0.002828 0.0036269 0.0031174 0.0016949 0.0013241 0.00041081
495 0.0013464 0.0029686 0.0016222 0.0028603 0.0036102 0.0029088 0.0015074 0.0011612 0.0003485
496 0.0012427 0.0025824 0.0013398 0.0028628 0.0035799 0.002714 0.0013355 0.0010129 0.00029546
497 0.0011475 0.0022309 0.0010834 0.0028417 0.0035372 0.0025339 0.0011813 0.00088121 0.0002512
498 0.0010602 0.0019017 0.00084149 0.002799 0.0034803 0.0023612 0.001036 0.00075781 0.0002129
499 0.00097997 0.0016014 0.00062141 0.0027365 0.0034104 0.0021993 0.00090351 0.00064619 0.00018073
